Atom Index,RMSF
1,9.194542344878059
2,8.567435959221978
3,7.5102976186277886
4,9.240366082036788
5,10.146055197776631
6,9.089515410251131
7,9.885667976780276
8,9.302508835428906
9,8.025415375110986
10,8.249902059423505
11,7.228361777189631
12,8.106770381836366
13,8.947364156095782
14,7.509311106372277
15,8.261924962877286
16,8.687277273644408
17,7.486230015287913
18,9.137993773075413
19,10.047610811974254
20,10.785012705973802
21,10.374298966494548
22,10.973740284969843
23,9.989035529747953
24,8.720071998981895
25,10.701050921242794
26,10.528119356724556
27,10.401173560724732
28,11.818807256286831
29,12.229990873029243
30,12.229039290292706
31,12.226379729533502
32,9.980568290248401
33,10.203968906962105
34,10.57541507640052
35,10.85696528839556
36,8.884580459591243
37,8.346717531773695
38,9.001713437146629
39,8.413775764950877
40,8.968191718263897
41,7.078521377361233
42,7.019806756639815
43,6.677672105245324
44,6.680099381157516
45,7.388127262300843
46,7.641855272256315
47,7.822888477414479
48,7.825402418651259
49,7.825172596050828
50,7.118614604845437
51,5.427458080954941
52,5.008750627679333
53,5.072630571475289
54,5.073742845107756
55,5.074296208452278
56,5.119324527352397
57,5.840721749247723
58,4.317318545187732
59,3.759861991037317
60,4.619331097785475
61,5.420634264258786
62,4.4059969128006475
63,4.33173170958334
64,4.827633135296305
65,5.262119109841938
66,5.2770120389169985
67,6.322648204978625
68,6.683333125223807
69,6.68048025760071
70,6.705744499906114
71,4.916904330714011
72,5.802814347736265
73,6.443504452026511
74,6.364489486030279
75,5.35131996408749
76,4.969052264055239
77,5.040359884451389
78,5.051348001647749
79,5.053298995137981
80,4.901992781941991
81,6.4666283324195355
82,7.193065743101697
83,7.0048991978718105
84,8.293140316789886
85,9.097387582018836
86,9.405091369615079
87,9.400183769754333
88,9.402732993571018
89,6.888989625842865
90,6.796908262404
91,7.180920290413623
92,7.152558782899592
93,7.539251711617479
94,5.73371551169326
95,5.9841692085571605
96,6.197583386565825
97,6.201125921057438
98,6.2014683410538805
99,5.0384320911173806
100,5.306528650676304
101,4.325694655294516
102,3.6059825297210333
103,3.635157468001199
104,3.6565770900056678
105,3.6630013831065997
106,4.309582456722203
107,5.118847287989614
108,5.486719818151197
109,5.910206922973756
110,5.874914150252275
111,5.9167509313077025
112,7.132203917540225
113,7.2756416172820115
114,8.118301582875707
115,8.2928104419013
116,8.445981783345548
117,8.471585028919085
118,8.411050216351494
119,8.978966789970029
120,8.322187656715364
121,9.176853828245362
122,7.6975003526789605
123,8.634923776749186
124,7.8966004437226776
125,9.157930766246078
126,9.930147380696166
127,8.564660943924611
128,9.765826106233156
129,10.36541900103616
130,11.222899018996948
131,11.521422514146508
132,11.520547314500437
133,11.518818680858947
134,9.14162174641803
135,10.796676042927727
136,11.543297509541834
137,11.133686324298868
138,11.465763096756984
139,10.361376330824092
140,11.221688700984847
141,9.850643805148598
142,9.731409276189197
143,9.561133011575777
144,10.46670698936743
